name,age,gender,profession,morality,brutishness,mercantileAbility,craftingAbility,cleverness,lawfulness
Lael,49,Female,Scavenger,51,14,19,67,94,45
Kirstie,39,Female,Panhandler,69,33,13,26,16,76
Kathline,99,Female,Scavenger,81,95,31,95,87,23
Kasha,75,Female,Mercenary,1,61,26,62,27,66
Karlyn,37,Female,Craftsman,13,87,70,29,51,30
Nobuko,54,Female,Merchant,78,85,31,41,54,5
Karima,46,Female,Craftsman,9,41,43,16,87,6
Roy,21,Female,Panhandler,48,18,62,72,38,89
Rosio,80,Female,Farmer,46,8,7,39,2,86
Shayne,47,Female,Miner,87,79,51,4,9,66
Jovan,39,Female,Craftsman,3,71,47,88,18,35
Josefine,17,Female,None,19,99,63,79,20,64
Sharice,98,Female,Scavenger,44,96,89,58,8,28
Jennell,40,Female,None,22,99,59,42,69,47
Jacqui,51,Female,Scavenger,80,2,25,72,30,1
Jackelyn,52,Female,Adventurer,32,74,57,9,88,39
Hien,83,Female,Scavenger,58,90,19,14,76,18
Hyo,22,Female,None,74,86,29,45,44,50
Grazyna,82,Female,Merchant,86,13,8,63,58,84
Florrie,92,Female,Merchant,64,99,12,12,21,95
Floria,12,Female,Scavenger,59,82,8,13,28,91
Eleonora,34,Female,Farmer,80,14,75,59,27,84
Dwana,62,Female,Mercenary,68,22,28,6,58,59
Dorla,25,Female,None,39,7,86,75,2,37
Dong,60,Female,Farmer,12,70,80,53,62,63
Shanel,92,Female,Craftsman,44,99,25,90,59,80
Delmy,64,Female,Panhandler,86,95,99,46,33,15
Chieko,99,Female,Craftsman,21,86,96,37,1,59
Cherlyn,94,Female,Panhandler,75,99,29,64,45,36
Dede,73,Female,Miner,13,25,74,76,37,28
Charmain,100,Female,Farmer,16,22,10,25,29,27
Claris,77,Female,Miner,61,20,51,86,96,4
Crysta,44,Female,Scavenger,69,48,48,22,35,46
Chara,57,Female,Farmer,98,98,83,9,17,77
Bee,84,Female,Farmer,88,91,3,77,4,48
Cammy,61,Female,Miner,84,65,95,13,19,14
Ardelle,85,Female,Mercenary,75,8,47,99,71,96
Arnette,91,Female,Adventurer,81,53,2,86,43,19
Clelia,78,Female,Adventurer,98,71,76,19,51,9
Dann,35,Female,Craftsman,39,0,81,12,89,43
Cherelle,97,Female,Adventurer,12,30,72,70,62,77
Annika,18,Female,Mercenary,21,3,97,64,58,41
Clarence,28,Female,Farmer,66,61,78,54,9,20
Amee,84,Female,Merchant,25,95,2,19,41,34
Allena,73,Female,Scavenger,16,91,56,70,59,85
Amiee,70,Female,Merchant,2,21,33,42,8,48
Yuki,51,Female,Farmer,29,39,32,75,30,12
Yvone,97,Female,None,24,37,11,31,36,8
Deja,38,Female,Farmer,19,32,97,20,59,79
Yoshie,61,Female,Craftsman,27,63,45,31,89,14
Yevette,50,Female,Scavenger,35,6,22,1,99,28
Yael,34,Female,None,69,46,0,78,48,62
Willetta,53,Female,Miner,67,53,15,44,81,70
Voncile,42,Female,Mercenary,63,18,45,0,91,37
Venetta,15,Female,None,70,7,51,35,92,78
Tula,34,Female,Miner,54,84,47,15,18,25
Tonette,12,Female,Adventurer,29,11,26,72,73,13
Timika,58,Female,Merchant,29,46,68,15,55,90
Shawnta,23,Female,None,63,55,58,61,90,63
Saturnina,84,Female,Panhandler,37,63,30,46,58,76
Ricarda,52,Female,Panhandler,29,12,75,20,55,82
Pok,83,Female,Scavenger,100,16,44,4,31,82
Pasty,17,Female,Merchant,72,54,100,94,5,24
Onie,45,Female,Merchant,98,15,33,69,3,43
Nubia,41,Female,Mercenary,80,1,49,59,83,88
Mora,56,Female,Adventurer,92,82,40,19,77,10
Mike,62,Female,Miner,53,72,67,14,90,48
Marielle,84,Female,Farmer,53,49,37,99,27,89
Mariella,15,Female,None,84,82,86,13,7,28
Marianela,67,Female,Miner,88,81,83,59,41,61
Mardell,81,Female,Panhandler,37,14,74,28,5,20
Many,93,Female,None,28,10,86,19,72,76
Luanna,16,Female,Miner,67,36,43,76,44,97
Loise,51,Female,Adventurer,54,60,13,18,96,58
Lisabeth,74,Female,Merchant,29,54,79,88,25,71
Lindsy,34,Female,Mercenary,36,91,17,76,69,92
Temika,87,Female,Panhandler,37,92,67,16,13,79
Telma,97,Female,Merchant,92,39,91,37,68,8
Teisha,95,Female,Scavenger,77,77,30,11,74,91
Taren,57,Female,Adventurer,86,41,26,40,54,30
Ta,17,Female,Farmer,17,37,68,27,33,52
Stacee,60,Female,Scavenger,98,17,26,97,15,51
Shin,24,Female,Miner,42,69,14,57,91,72
Lilliana,56,Female,None,22,6,39,97,3,66
Lilliam,74,Female,Miner,60,22,42,94,16,31
Lelah,24,Female,Miner,30,64,2,6,91,0
Leigha,61,Female,Adventurer,83,19,72,55,65,57
Leanora,21,Female,Scavenger,47,79,89,2,93,80
Lang,59,Female,Farmer,5,98,72,2,79,74
Kristeen,13,Female,Merchant,29,90,42,7,88,12
Khalilah,56,Female,Mercenary,37,46,27,99,13,60
Keeley,69,Female,Farmer,71,20,71,98,57,21
Kandra,90,Female,Adventurer,72,26,73,16,61,55
Hermila,43,Female,None,61,25,11,75,11,100
Junko,57,Female,Panhandler,62,84,99,45,38,57
Joaquina,64,Female,Miner,9,79,92,26,33,23
Jerlene,95,Female,None,63,55,66,22,61,4
Jani,57,Female,Scavenger,27,23,30,87,77,92
Jamika,17,Female,Mercenary,80,34,33,88,80,35
Jame,90,Female,Miner,91,65,73,61,64,94
Hsiu,78,Female,Merchant,43,77,55,42,86,50
Genevive,78,Female,Panhandler,29,63,37,5,33,66
Delcie,96,Female,Mercenary,48,62,0,7,91,84
Deeanna,73,Female,Miner,43,98,49,84,77,86
Darcey,88,Female,Craftsman,21,28,21,91,47,21
Cuc,17,Female,Miner,44,67,11,14,41,62
Clarinda,84,Female,Panhandler,68,19,30,37,38,81
Cira,31,Female,Craftsman,28,95,96,33,24,14
Chae,42,Female,Miner,56,98,27,30,83,83
Celinda,65,Female,Panhandler,34,1,4,100,1,58
Catheryn,19,Female,Scavenger,9,63,3,21,39,10
Catherin,95,Female,Mercenary,48,7,48,53,82,40
Elfreda,44,Female,Miner,96,8,71,54,40,61
Elene,70,Female,Adventurer,51,11,47,8,72,16
Eugena,44,Female,Merchant,23,4,8,7,23,0
Evia,71,Female,Craftsman,70,70,81,57,33,44
Golden,15,Female,Mercenary,90,47,61,41,18,25
Emmaline,63,Female,Mercenary,14,26,33,12,90,54
Donette,75,Female,Farmer,80,32,74,36,3,1
Basilia,20,Female,Farmer,64,20,70,21,56,80
Arlyne,86,Female,Scavenger,16,83,74,59,51,26
Amal,57,Female,Farmer,13,92,10,9,11,59
Alayna,58,Female,Scavenger,53,100,83,27,10,29
Zonia,92,Female,Panhandler,48,46,88,3,19,70
Zenia,37,Female,Panhandler,87,31,39,53,39,91
Yuriko,59,Female,None,15,13,97,96,66,41
Yaeko,39,Female,Mercenary,27,64,43,15,8,99
Wynell,96,Female,Miner,6,88,39,48,18,31
Willow,56,Female,Farmer,32,50,11,93,25,86
Willena,95,Female,Merchant,23,78,58,48,86,92
Vernia,25,Female,Merchant,70,17,53,12,3,46
Tu,90,Female,Merchant,38,61,100,92,40,7
Travis,52,Female,Adventurer,82,3,56,21,56,98
Tora,24,Female,Merchant,81,80,59,26,52,41
Terrilyn,77,Female,Scavenger,13,7,42,58,34,53
Terica,91,Female,Scavenger,65,65,75,38,2,30
Tenesha,97,Female,Farmer,77,64,77,35,29,9
Casimira,72,Female,Adventurer,57,61,76,96,8,2
Carmelia,69,Female,Miner,24,79,84,28,77,59
Camellia,29,Female,Panhandler,78,81,75,34,28,76
Bebe,99,Female,Scavenger,82,20,53,36,58,76
Tawna,67,Female,Miner,95,34,95,39,18,86
Tajuana,99,Female,Panhandler,48,30,50,68,56,65
Taina,54,Female,Scavenger,60,29,35,7,69,35
Stephnie,28,Female,Miner,8,96,7,68,75,87
Sona,65,Female,Scavenger,34,7,80,58,66,45
Sol,23,Female,Adventurer,98,60,33,27,47,64
Sina,73,Female,Craftsman,91,44,46,35,36,59
Shondra,16,Female,Scavenger,35,82,92,71,42,86
Shizuko,48,Female,Panhandler,69,98,37,4,53,61
Sherlene,46,Female,Mercenary,71,33,20,22,95,55
Sherice,12,Female,Farmer,8,37,1,82,50,18
Sharika,41,Female,Farmer,74,0,3,7,37,87
Rossie,93,Female,Panhandler,10,73,17,14,83,32
Rosena,96,Female,Adventurer,95,0,7,43,68,88
Breana,15,Female,Miner,73,5,83,61,90,7
Bobette,37,Female,Farmer,84,47,77,89,77,45
Bernardina,70,Female,Merchant,85,89,47,19,92,25
Rory,98,Female,Miner,67,27,18,51,10,69
Rima,57,Female,Scavenger,16,38,72,19,0,10
Ria,65,Female,Scavenger,4,20,53,41,30,84
Rheba,33,Female,Mercenary,83,2,47,76,45,38
Renna,40,Female,Panhandler,30,6,63,88,32,29
Peter,62,Female,Adventurer,31,13,43,56,3,98
Natalya,68,Female,Craftsman,88,17,84,88,31,43
Nancee,84,Female,None,36,17,91,35,21,77
Melodi,17,Female,Mercenary,41,65,46,62,96,85
Luba,81,Female,Craftsman,59,63,19,57,24,35
Louetta,98,Female,Merchant,25,22,25,21,22,73
Leida,50,Female,Merchant,90,98,65,27,61,98
Lecia,43,Female,Farmer,93,72,25,72,18,81
Lauran,86,Female,Panhandler,84,88,89,62,57,97
Lashawna,39,Female,Scavenger,64,10,13,93,21,6
Laine,22,Female,Scavenger,53,22,95,42,61,27
Khadijah,16,Female,Miner,25,81,92,2,67,5
Katerine,26,Female,Farmer,98,7,11,92,88,56
Kasi,46,Female,Merchant,8,85,47,37,41,80
Kallie,61,Female,Miner,84,86,62,97,40,19
Julietta,19,Female,Merchant,39,57,77,58,77,24
Jesusita,96,Female,Craftsman,88,93,6,56,33,80
Jestine,85,Female,None,5,8,31,36,11,9
Jessia,29,Female,None,84,71,15,14,61,98
Jeremy,97,Female,Panhandler,27,62,32,4,78,40
Jeffie,65,Female,None,2,64,19,52,27,22
Janyce,18,Female,Panhandler,77,84,26,45,83,56
Meda,30,Female,Panhandler,88,39,26,83,35,91
Maxima,50,Female,Miner,56,24,41,83,10,51
Matha,22,Female,None,20,25,91,70,18,8
Marketta,79,Female,Miner,61,37,18,4,90,21
Maricruz,20,Female,Miner,20,75,7,72,10,37
Marcelene,66,Female,Merchant,95,40,38,89,43,48
Malvina,21,Female,Craftsman,36,67,46,67,33,33
Isadora,66,Female,Mercenary,35,20,33,86,17,74
Georgianne,97,Female,Merchant,61,4,16,48,25,3
Fidelia,47,Female,Scavenger,48,70,63,23,58,75
Evita,58,Female,Farmer,87,3,72,75,40,24
Eura,100,Female,Miner,93,99,25,97,7,2
Eulah,33,Female,Farmer,17,85,31,39,27,46
Estefana,33,Female,Adventurer,37,92,44,21,9,79
Elsy,51,Female,Miner,74,3,20,85,49,31
Elizabet,34,Female,Scavenger,92,56,9,39,46,62
Daysi,94,Female,Panhandler,51,2,6,21,35,92
Dakota,47,Female,Panhandler,18,45,11,31,13,42
Curtis,48,Female,Scavenger,66,77,21,41,5,21
Crystle,67,Female,Scavenger,43,48,20,52,68,70
Concha,45,Female,Miner,38,26,61,22,2,65
Colby,65,Female,Mercenary,58,99,5,43,98,70
Claretta,63,Female,None,43,62,15,12,44,42
Chu,30,Female,Mercenary,85,76,4,4,9,63
Christia,20,Female,None,70,91,49,27,24,85
Charlsie,97,Female,Panhandler,97,31,4,12,94,5
Charlena,42,Female,Farmer,15,5,32,3,73,34
Carylon,95,Female,Adventurer,90,92,70,28,16,39
Bettyann,15,Female,Merchant,76,81,5,6,93,14
Asley,51,Female,Miner,9,63,84,78,62,23
Ashlea,63,Female,Adventurer,30,4,86,29,24,57
Amira,48,Female,Scavenger,80,12,61,9,100,7
Ai,64,Female,Farmer,34,16,9,40,48,49
Agueda,16,Female,Merchant,40,42,86,40,8,56
Eladia,97,Female,Mercenary,26,15,73,16,74,6
Dodie,20,Female,Farmer,39,38,72,11,9,13
Dion,68,Female,Farmer,88,68,90,32,18,9
Dia,82,Female,Farmer,49,14,35,98,61,19
Denisse,88,Female,Merchant,69,19,18,68,87,54
Deloras,99,Female,Farmer,29,12,69,55,45,82
Delila,25,Female,Craftsman,93,30,56,80,46,4
Agnus,15,Female,Panhandler,93,38,58,4,77,26
Yuette,12,Female,Merchant,29,69,47,42,69,83
Vinita,79,Female,Miner,75,88,45,54,20,91
Victorina,53,Female,Scavenger,87,81,22,99,16,3
Tynisha,49,Female,Farmer,65,31,49,31,100,45
Treena,32,Female,Merchant,66,31,92,38,39,67
Toccara,84,Female,Farmer,58,100,16,96,17,69
Tish,62,Female,Merchant,9,68,82,51,49,79
Thomasena,19,Female,Craftsman,18,77,84,10,28,75
September,23,Female,Farmer,67,85,60,11,99,9
Saran,85,Female,Merchant,34,2,38,47,10,51
Sarai,86,Female,Adventurer,94,86,36,33,18,23
Sana,39,Female,Miner,50,8,69,84,56,65
Samuel,77,Female,Mercenary,57,24,23,64,50,60
Salley,99,Female,Farmer,62,62,16,17,99,18
Rosette,22,Female,Farmer,34,56,29,96,13,72
Rolande,97,Female,Craftsman,93,42,10,94,96,93
Regine,59,Female,Mercenary,50,10,27,1,72,82
Otelia,55,Female,Craftsman,72,47,37,73,65,31
Oscar,87,Female,Miner,3,76,88,24,36,4
Olevia,13,Female,Miner,6,37,93,62,13,47
Nicholle,20,Female,Panhandler,71,0,14,72,28,46
Necole,18,Female,Scavenger,4,43,16,42,82,11
Naida,82,Female,Craftsman,40,11,84,89,53,74
Myrta,87,Female,Scavenger,46,69,93,26,70,26
Myesha,66,Female,Panhandler,78,65,23,12,22,21
Mitsue,99,Female,None,82,95,32,25,22,10
Tegan,33,Female,Merchant,4,74,80,26,18,50
Soila,44,Female,Panhandler,46,19,82,87,45,64
Shiloh,41,Female,Adventurer,40,81,59,85,40,17
Shenna,65,Female,None,26,89,37,34,56,34
Sharmaine,26,Female,Merchant,8,53,62,34,77,17
Shantae,22,Female,Adventurer,81,43,9,12,24,62
Shandi,87,Female,Adventurer,58,78,7,92,49,41
Minta,80,Female,Craftsman,8,86,99,14,71,79
Mertie,75,Female,Scavenger,29,74,2,82,7,38
Margy,74,Female,Adventurer,10,74,36,20,4,51
Mahalia,30,Female,Merchant,41,8,37,70,42,10
Madalene,46,Female,Merchant,13,18,30,72,59,28
Love,16,Female,Merchant,63,6,60,80,95,86
Loura,94,Female,Farmer,19,94,25,96,48,52
Lorean,21,Female,Merchant,81,11,66,87,64,64
Lewis,84,Female,Farmer,64,50,80,67,23,41
Kimbra,25,Female,Miner,91,37,59,51,37,11
Katherina,72,Female,Craftsman,14,55,36,51,46,14
Karry,33,Female,Mercenary,94,60,61,72,0,69
Kanesha,68,Female,Merchant,41,71,57,64,2,7
Julio,29,Female,Scavenger,5,19,88,66,4,35
Jong,95,Female,Miner,46,47,79,30,20,62
Jeneva,92,Female,Miner,36,17,9,32,82,1
Jaquelyn,11,Female,None,61,91,33,42,77,40
Hwa,20,Female,Miner,35,43,63,10,91,33
Gilma,51,Female,Adventurer,55,78,76,47,61,97
Ghislaine,69,Female,Adventurer,87,64,56,41,1,36
Gertrudis,78,Female,Mercenary,18,69,16,57,78,53
Fransisca,91,Female,Miner,97,51,4,44,11,44
Fermina,35,Female,Merchant,50,40,96,89,9,2
Ettie,26,Female,Merchant,87,39,21,46,34,70
Etsuko,24,Female,Panhandler,22,87,70,60,48,50
Ellis,16,Female,Adventurer,69,59,64,40,98,16
Ellan,92,Female,Mercenary,71,92,81,46,89,99
Lesha,37,Female,Merchant,46,52,74,46,18,4
Leonida,36,Female,None,100,77,89,87,54,57
Lenita,96,Female,None,86,29,71,40,41,43
Lavone,68,Female,Panhandler,92,88,91,55,95,87
Lashell,18,Female,Scavenger,65,53,43,17,39,85
Lashandra,83,Female,Farmer,96,39,31,27,96,95
Lamonica,25,Female,Scavenger,62,84,75,55,58,60
Elidia,66,Female,None,28,1,23,99,91,40
Edra,15,Female,None,28,76,9,46,30,71
Dorethea,67,Female,Panhandler,81,82,66,13,35,26
Doreatha,86,Female,Mercenary,50,81,96,8,11,27
Denyse,28,Female,Farmer,90,79,80,79,54,32
Denny,16,Female,Scavenger,17,10,33,69,47,35
Deetta,11,Female,Farmer,70,65,16,35,39,34
Daine,74,Female,Mercenary,8,37,18,54,93,59
Cyrstal,49,Female,None,57,29,66,47,90,87
Cayla,23,Female,Merchant,85,63,46,0,63,44
Corrin,46,Female,Merchant,95,12,47,19,55,43
Carlita,18,Female,Craftsman,93,7,85,80,90,76
Camila,92,Female,Merchant,71,65,97,82,81,19
Bula,12,Female,None,80,93,38,65,62,58
Burma,50,Female,Scavenger,16,74,7,30,20,68
Buena,85,Female,Craftsman,6,73,88,12,54,49
Blake,51,Female,Mercenary,13,11,50,2,72,83
Barabara,97,Female,Miner,98,51,60,90,21,14
Avril,97,Female,Miner,22,18,78,30,92,32
Austin,13,Female,Craftsman,80,79,14,79,13,77
Zana,33,Female,Scavenger,7,2,16,49,60,30
Wilhemina,30,Female,Merchant,16,53,5,26,20,4
Wanetta,92,Female,Mercenary,86,6,72,99,6,40
Virgil,16,Female,Miner,92,100,55,32,69,68
Vi,88,Female,None,64,23,23,93,26,48
Veronika,93,Female,Panhandler,16,80,47,5,72,100
Vernon,10,Female,Panhandler,87,57,44,67,93,77
Verline,34,Female,Merchant,17,6,83,46,61,19
Vasiliki,92,Female,None,46,30,30,25,65,40
Tonita,52,Female,Merchant,82,68,26,65,84,6
Takako,28,Female,Panhandler,7,67,80,93,6,67
Tisa,87,Female,Mercenary,91,66,68,27,78,91
Sunni,31,Female,Panhandler,29,46,59,85,63,30
Suanne,38,Female,None,86,78,1,71,88,47
Sixta,97,Female,Merchant,48,78,12,61,31,17
Sharell,61,Female,Craftsman,53,2,26,3,68,21
Seema,87,Female,Panhandler,56,70,5,47,76,12
Russell,85,Female,Scavenger,64,6,59,28,59,6
Rosenda,46,Female,Mercenary,2,19,2,36,76,16
Robena,76,Female,Mercenary,38,78,81,59,36,88
Raymonde,91,Female,Farmer,16,9,45,26,3,59
Pei,83,Female,Adventurer,88,90,95,79,93,52
Alaine,33,Female,Craftsman,40,73,60,8,63,57
Neida,70,Female,Farmer,38,44,33,89,67,27
Neely,19,Female,Miner,38,72,8,52,5,66
Mistie,89,Female,Adventurer,53,15,25,34,67,22
Micha,40,Female,Miner,19,72,15,52,7,44
Merissa,14,Female,Scavenger,90,54,95,94,79,30
Maurita,96,Female,Scavenger,25,57,72,21,93,96
Maryln,67,Female,Merchant,4,100,76,66,22,12
Maryetta,69,Female,Craftsman,83,55,43,51,17,52
Marshall,100,Female,Farmer,18,95,42,92,93,33
Marcell,37,Female,Merchant,66,36,76,24,70,72
Taunya,81,Female,Adventurer,80,9,7,95,79,99
Malena,57,Female,Craftsman,72,41,65,29,61,81
Maddie,55,Female,Merchant,14,66,8,48,65,36
Makeda,41,Female,Craftsman,60,82,52,19,45,22
Lovetta,34,Female,Panhandler,66,37,7,20,68,14
Lourie,89,Female,Scavenger,1,75,40,67,43,5
Tayna,58,Female,Craftsman,49,73,86,74,62,13
Teofila,38,Female,Merchant,98,69,12,68,45,13
Tandra,44,Female,None,28,9,82,11,97,26
Ozell,12,Female,Scavenger,94,5,33,18,38,86
Lorrine,62,Female,Scavenger,44,54,65,93,63,49
Lester,95,Female,Scavenger,30,20,80,39,80,13
Lorilee,76,Female,Scavenger,52,5,80,95,22,78
Lacresha,86,Female,Panhandler,40,23,6,11,37,7
Kristle,74,Female,None,68,8,54,55,63,37
Keva,91,Female,Adventurer,58,8,83,0,23,44
Krishna,46,Female,Adventurer,31,52,0,9,58,11
Keira,89,Female,Merchant,75,13,14,13,64,80
Laurena,10,Female,Scavenger,25,87,8,19,52,20
Laree,15,Female,Adventurer,84,33,65,67,67,0
Lashay,44,Female,Adventurer,76,96,73,47,50,73
Larraine,90,Female,Scavenger,44,49,62,92,98,4
Karole,11,Female,Merchant,33,43,4,23,80,35
Pamila,62,Female,Adventurer,100,54,65,12,73,37
Joie,42,Female,Merchant,81,6,44,31,77,25
Jinny,59,Female,Craftsman,3,99,12,64,3,64
Jama,71,Female,Scavenger,60,21,52,82,92,11
Jeannetta,80,Female,Mercenary,30,54,93,20,68,21
Gema,90,Female,None,37,47,79,57,26,0
Ellena,27,Female,Mercenary,67,72,63,28,1,10
Divina,15,Female,Panhandler,94,7,21,11,10,72
Dagny,66,Female,Merchant,65,70,29,87,69,70
Collene,51,Female,Farmer,20,80,10,83,15,9
Codi,98,Female,Panhandler,7,87,61,91,16,18
Cindie,95,Female,Scavenger,96,0,59,17,89,11
Chassidy,32,Female,Mercenary,8,93,32,19,100,9
Chasidy,42,Female,None,90,35,15,16,91,89
Catrice,34,Female,Craftsman,22,32,33,57,78,53
Catherina,78,Female,Scavenger,17,62,100,72,11,43
Cassey,75,Female,Miner,53,13,68,18,65,27
Caroll,14,Female,Miner,34,93,23,15,5,74
Carlena,69,Female,None,8,72,47,78,90,51
Candra,25,Female,Miner,71,13,30,68,78,17
Calista,56,Female,None,10,71,68,91,23,1
Bryanna,11,Female,Craftsman,25,42,51,12,33,11
Britteny,58,Female,Panhandler,38,39,32,93,94,3
Beula,40,Female,Miner,29,14,3,99,80,96
Bari,26,Female,Mercenary,16,46,89,12,42,0
Audrie,56,Female,Panhandler,81,14,15,51,62,59
Audria,32,Female,Panhandler,39,32,10,91,8,74
Ardelia,21,Female,Scavenger,52,90,5,65,96,27
Annelle,20,Female,Craftsman,88,19,58,61,73,44
Angila,22,Female,Farmer,85,59,25,85,59,84
Alona,21,Female,Panhandler,24,85,74,3,74,51
Heidy,86,Female,Miner,17,43,31,12,54,58
Gilberte,40,Female,Scavenger,78,63,13,44,47,29
Evelynn,48,Female,Miner,65,75,62,51,66,74
Faviola,69,Female,Scavenger,48,88,39,52,83,59
Enda,26,Female,Mercenary,66,69,53,86,15,1
Elli,62,Female,Merchant,48,7,86,22,80,91
Allyn,33,Female,Merchant,59,54,28,1,36,91
Douglas,61,Male,None,42,92,58,40,78,22
Roger,96,Male,None,54,89,82,46,42,57
Jonathan,80,Male,Panhandler,91,4,10,6,14,27
Ralph,92,Male,None,84,92,8,96,14,43
Nicholas,50,Male,Farmer,85,42,15,92,39,69
Benjamin,38,Male,Scavenger,16,68,40,77,92,7
Bruce,90,Male,Miner,40,93,36,72,7,92
Howard,47,Male,Mercenary,77,32,32,3,100,23
Ernest,54,Male,Panhandler,34,84,3,8,58,38
Phillip,58,Male,Mercenary,3,57,10,13,32,11
Todd,72,Male,Mercenary,66,80,63,6,62,37
Craig,89,Male,Panhandler,12,23,48,73,16,94
Alan,10,Male,Miner,73,48,8,90,0,55
Harry,91,Male,Craftsman,22,3,73,56,69,15
Wayne,44,Male,Adventurer,57,45,20,69,18,1
Steve,99,Male,Panhandler,51,49,83,45,95,14
Philip,96,Male,Miner,38,57,61,15,16,31
Earl,19,Male,Miner,35,4,48,81,50,34
Danny,65,Male,Mercenary,95,73,41,16,81,39
Bryan,96,Male,Miner,28,72,0,31,10,24
Manuel,91,Male,Mercenary,85,57,68,46,9,76
Rodney,36,Male,Craftsman,97,65,93,45,100,2
Marvin,56,Male,Scavenger,31,48,6,99,51,25
Vincent,19,Male,Merchant,50,0,79,70,68,15
Jeffery,65,Male,None,19,86,58,38,21,79
Jeff,47,Male,Farmer,50,54,87,68,40,47
Chad,79,Male,Adventurer,95,86,12,46,13,14
Jacob,21,Male,Adventurer,74,73,94,45,81,94
Alfred,74,Male,Farmer,63,42,72,1,51,36
Stanley,84,Male,Miner,22,60,38,8,41,15
Leonard,13,Male,Adventurer,87,89,76,96,63,46
Nathan,61,Male,Scavenger,31,41,32,23,29,50
Bradley,20,Male,Miner,37,14,23,40,74,58
Herbert,25,Male,Panhandler,2,56,78,66,60,75
Frederick,59,Male,Mercenary,52,89,71,70,38,22
Edwin,80,Male,Craftsman,39,13,86,20,37,42
Don,19,Male,Scavenger,22,15,53,74,99,42
Leroy,46,Male,Mercenary,100,6,66,99,6,83
Marcus,34,Male,Merchant,42,11,37,93,61,32
Theodore,62,Male,Craftsman,80,62,13,79,45,31
Clifford,14,Male,Farmer,67,50,78,59,51,10
Miguel,98,Male,Farmer,56,45,65,5,81,84
Jim,88,Male,Craftsman,81,36,58,16,64,91
Tom,55,Male,Miner,45,3,54,95,76,67
Calvin,56,Male,None,75,41,69,50,63,81
Bill,88,Male,Merchant,90,90,43,31,19,87
Lloyd,13,Male,Craftsman,15,4,88,85,32,27
Ricky,58,Male,None,96,60,28,86,57,37
Randall,92,Male,Mercenary,94,43,10,37,42,79
Barry,42,Male,Craftsman,83,65,92,51,98,95
Bernard,51,Male,Miner,89,20,25,47,61,71
Derek,12,Male,Mercenary,51,75,26,49,37,89
Warren,64,Male,Panhandler,72,36,79,27,89,89
Darrell,68,Male,Merchant,78,1,98,27,55,41
Jerome,51,Male,Miner,25,62,45,84,96,75
Floyd,63,Male,Scavenger,1,69,30,99,20,86
Alvin,60,Male,Merchant,40,67,81,75,94,53
Tim,46,Male,Adventurer,66,93,20,9,91,17
Derrick,93,Male,Adventurer,94,28,72,99,55,66
Zachary,37,Male,Mercenary,66,70,81,56,65,16
Herman,17,Male,Adventurer,33,34,34,52,41,11
Glen,40,Male,Merchant,91,94,30,37,6,53
Hector,83,Male,None,19,47,98,7,75,69
Ricardo,97,Male,Merchant,3,35,16,52,0,81
Rick,23,Male,Scavenger,62,27,15,39,2,6
Brent,12,Male,Craftsman,6,5,85,77,64,55
Gordon,22,Male,Scavenger,83,99,12,18,63,22
Greg,27,Male,Scavenger,93,85,61,86,24,54
Jorge,77,Male,Merchant,15,60,49,58,94,31
Dustin,90,Male,Panhandler,41,46,59,5,6,31
Pedro,58,Male,Farmer,72,22,34,82,91,63
Ramon,89,Male,Craftsman,7,56,79,75,46,75
Gilbert,41,Male,Craftsman,96,67,89,30,28,14
Marc,97,Male,Adventurer,57,88,58,42,2,95
Reginald,48,Male,Farmer,10,73,52,16,90,1
Ruben,76,Male,Adventurer,19,5,26,81,49,28
Ben,37,Male,Farmer,59,50,51,56,87,33
Chester,75,Male,Miner,22,55,1,47,18,77
Duane,12,Male,Farmer,56,37,66,70,51,84
Franklin,91,Male,Miner,78,53,80,81,40,31
Brad,96,Male,Mercenary,74,88,69,79,47,24
Ron,96,Male,Scavenger,49,81,15,57,64,1
Roland,27,Male,Miner,82,24,84,56,69,13
Arnold,83,Male,Mercenary,92,48,87,30,53,18
Harvey,59,Male,Miner,55,51,3,0,57,91
Jared,26,Male,Farmer,63,86,12,44,46,50
Nathaniel,47,Male,Merchant,65,100,17,78,3,44
Rafael,20,Male,Craftsman,28,9,45,30,29,2
Edgar,23,Male,Craftsman,19,14,32,13,84,77
Milton,75,Male,Mercenary,75,51,27,91,49,43
Raul,18,Male,Scavenger,97,40,37,44,21,0
Erik,48,Male,Craftsman,41,32,73,12,82,17
Darryl,95,Male,Craftsman,89,25,41,75,69,6
Neil,16,Male,Farmer,100,48,83,25,57,35
Javier,29,Male,Craftsman,35,58,78,95,49,31
Fernando,46,Male,Farmer,1,88,59,43,71,78
Kurt,60,Male,Miner,57,83,58,84,76,36
Allan,72,Male,Adventurer,92,89,92,72,50,66
Nelson,82,Male,Miner,55,100,51,86,97,15
Guy,66,Male,Scavenger,98,22,43,58,93,76
Clayton,15,Male,Farmer,23,60,65,80,59,41
Hugh,82,Male,Farmer,77,97,15,17,27,3
Max,74,Male,Adventurer,38,32,73,8,38,77
Dwayne,98,Male,Scavenger,42,6,79,34,96,30
Dwight,10,Male,Adventurer,54,3,14,10,26,62
Armando,96,Male,Craftsman,50,6,9,28,15,25
Felix,95,Male,Miner,72,38,17,45,53,4
Everett,10,Male,Craftsman,100,81,56,66,38,81
Ian,90,Male,Craftsman,64,2,63,64,87,39
